name,genre,age_group,runtime,country,director,cast,description,released,popular
What Still Remains,"Dramas, Thrillers",Young Adults,91,United States,Josh Mendoza,"Lulu Antariksa, Colin O'Donoghue, Mimi Rogers, Peter O'Brien, Dohn Norwood, Jeff Kober, Roshon Fegan, Siena Goines, Chris Ellis, Tobias Jelinek","Struggling to survive alone post-apocalypse, a young woman is offered protection by an unknown man, but his village may not be the haven she imagines.",2018,2
What the F* Is Going On?,"Documentaries, International Movies",Adults,87,Spain,"Marta Jaenes, Rosa MÃÂ¡rquez",,"Featuring extensive interviews, this documentary takes a critical look at the gender inequality in Spain as the feminist movement aims to shift reality.",2019,3
What the Fish,"Comedies, International Movies",Young Adults,96,India,Gurmmeet Singh,"Dimple Kapadia, Vishal Sharma, Sumit Suri, Anand Tiwari, Deepti Pujari, Manu Rishi Chadha, Geetika Tyagi, Manjot Singh, Sabina Sheema",A crabby woman leaves home for a vacation and entrusts her niece's fiancÃÂ© to feed her fish and adhere to a strict set of rules. He has other ideas.,2013,3
What the Health,Documentaries,Teens,92,United States,"Kip Andersen, Keegan Kuhn",,"This film examines the link between diet and disease, and the billions of dollars at stake in the healthcare, pharmaceutical and food industries.",2017,1
What the Jatt!!,"Comedies, International Movies, Romantic Movies",Teens,140,India,Saket Behl,"Harish Verma, Isha Rikhi, Vipul Roy, Binnu Dhillon, Poonam Rajput, B.N. Sharma, Satti Sembi","A peasant from Punjab and his best friend pose as detectives, filmmakers and more while trying to retrieve stolen money in this romantic comedy.",2015,3
What We Started,"Documentaries, Music & Musicals",Adults,96,United States,"Bert Marcus, Cyrus Saidi",,"DJs and industry insiders offer a backstage pass to the world of electronic dance music, reflecting on its radical origins and the future of the genre.",2017,4
What We Wanted,"Dramas, International Movies",Adults,93,Austria,Ulrike Kofler,"Lavinia Wilson, Elyas M'Barek, Anna Unterberger, Lukas Spisser, Iva HÃÂ¶pperger, Fedor Teyml, Marta Manduca, Maria HofstÃÂ¤tter, Tina Haller",A couple facing fertility issues finds their marriage tested on a vacation to a Sardinian resort Ã¢ÂÂ and the family next door only adds to the tension.,2020,2
What Would Sophia Loren Do?,Documentaries,Young Adults,32,United States,Ross Kauffman,"Nancy ""Vincenza Careri"" Kulik, Sophia Loren","In this delightful short documentary, an Italian American grandmother and film buff finds strength and joy in the life of her screen idol, Sophia Loren.",2021,5
What's Eating Gilbert Grape,"Classic Movies, Dramas, Independent Movies",Teens,118,United States,Lasse HallstrÃ¯Â¿Â½m,"Johnny Depp, Leonardo DiCaprio, Juliette Lewis, Mary Steenburgen",,1993,4
What's Up With Love?,"Dramas, International Movies, Romantic Movies",Young Adults,110,Indonesia,"Rudy Soedjarwo, Riri Riza","Dian Sastrowardoyo, Nicholas Saputra, Ladya Cheryll, Titi Kamal, Sissy Priscillia, Adinia Wirasti, Dennis Adhiswara","A popular high school girl strains her relationship with her close-knit clique when she begins falling for a reclusive, lower-class schoolmate.",2002,1
What's Up?,"Comedies, Dramas, International Movies",Teens,95,"Saudi Arabia, United Arab Emirates",Izidore K. Musallam,"Hisham Abdulrahman, Turki Al-Yusuf, Mais Hamdan, Khaled Sami, Mishal Al-Mutairi, Hind Muhamed","Flirting with modernity, a young woman must keep her new romance a secret from her conservative brother, who plans to keep her in line with tradition.",2006,5
What's Your Raashee?,"Comedies, International Movies, Music & Musicals",Teens,203,India,Ashutosh Gowariker,"Harman Baweja, Priyanka Chopra, Manju Singh, Anjan Srivastav, Darshan Jariwala, Dilip Joshi, Vishwa Badola, Rajesh Vivek, Daya Shankar Pandey, Yuri Suri","To protect his family from ruin, Yogesh must marry his dream girl in only ten days, so he rushes into dating women with different astrological signs.",2009,4
Wheelman,Action & Adventure,Adults,82,United States,Jeremy Rush,"Frank Grillo, Caitlin Carmichael, Garret Dillahunt, Shea Whigham, Wendy Moniz, John Cenatiempo, Slaine",The getaway driver in a botched robbery puts his skills and smarts to the test when he receives shocking orders from an unknown caller.,2017,2
Wheels of Fortune,"Comedies, Sports Movies",Young Adults,107,United States,Shaun Paul Piccinino,"Matt Jones, Noureen DeWulf, John Ducey, Matty Cardarople, Jeff Fahey, Christina Moore, Gabriel Tigerman, Ali Afshar, Tyler Jacob Moore, Jessica Serfaty","To claim a big inheritance, a down-on-his-luck mechanic must win a series of competitions as outlined in his birth father's will.",2020,1
When Angels Sleep,"Dramas, International Movies, Thrillers",Adults,96,Spain,Gonzalo Bendala,"JuliÃÂ¡n VillagrÃÂ¡n, Marian ÃÂlvarez, Ester ExpÃÂ³sito, Sira Alonso de AlarcÃÂ³n, Asia Ortega, Daniel Jumillas, Christian Mulas","After a businessman falls asleep at the wheel and hits a woman with his car, his interactions with her scared friend unleash a string of dark events.",2018,2
When Hari Got Married,"Documentaries, International Movies",Unknown,75,"United Kingdom, India, United States","Ritu Sarin, Tenzing Sonam",,,2013,1
When Love Happens,"International Movies, Romantic Movies",Young Adults,109,Nigeria,Seyi Babatope,"Weruche Opia, Gideon Okeke, Beverly Naya, O.C. Ukeje, Shaffy Bello, Oreka Godis","Fed up with coordinating weddings for everyone else, unlucky-in-love event planner Mo turns to the internet to see if she can find her own Mr. Right.",2014,2
When Two Worlds Collide,"Documentaries, International Movies",Young Adults,103,"Peru, United States, United Kingdom","Heidi Brandenburg, Mathew Orzel",,This documentary takes a hard look at how indigenous peoples clashed violently with the Peruvian government over land and economics in the Amazon.,2016,2
When We First Met,"Comedies, Romantic Movies",Young Adults,97,United States,Ari Sandel,"Adam DeVine, Alexandra Daddario, Shelley Hennig, Robbie Amell, Andrew Bachelor","Using a magical photo booth that sends him back in time, Noah relives the night he met Avery over and over, trying to persuade her to fall for him.",2018,4
Where the Money Is,"Action & Adventure, Comedies, Dramas",Teens,89,"Germany, United States, United Kingdom, Canada",Marek Kanievska,"Paul Newman, Linda Fiorentino, Dermot Mulroney, Susan Barnes",,2000,3
Where's the Money,Comedies,Young Adults,86,United States,Scott Zabielski,"Andrew Bachelor, Kat Graham, Mike Epps, Terry Crews, Method Man, Logan Paul, Allen Maldonado, Josh Brener, Devon Werkheiser, Retta","Hunting for a stash of stolen money, a sharp-witted slacker from South Central Los Angeles infiltrates an all-white college fraternity.",2017,4
While We're Young,"Comedies, Dramas, Independent Movies",Young Adults,97,United States,Noah Baumbach,"Naomi Watts, Ben Stiller, Maria Dizzia, Adam Horovitz",,2015,2
Whindersson Nunes: Adult,Stand-Up Comedy,Adults,69,Brazil,Diego Pignataro,Whindersson Nunes,Brazilian YouTube sensation Whindersson Nunes revisits his humble beginnings and much more in a series of playful stories and peculiar songs.,2019,4
Whipped,"Comedies, International Movies, Romantic Movies",Young Adults,98,Indonesia,Peter M. Cohen,"Amanda Peet, Brian Van Holt, Jonathan Abrahams, Zorie Barber",,2020,2
Whisky,"Comedies, Dramas, International Movies",Adults,98,"Uruguay, Argentina, Germany, Spain","Juan Pablo Rebella, Pablo Stoll","AndrÃ¯Â¿Â½s Pazos, Mirella Pascual, Jorge Bolani, JosÃ¯Â¿Â½ Pedro Bujaruz",,2004,5
Whispers,"Documentaries, International Movies",Young Adults,93,"Lebanon, Canada, France",Maroun Baghdadi,"Nadia Tueni, Ziad Rahbani","With her home devastated by war, a Lebanese poet takes a cross-country road trip, looking for glimmers of hope through nostalgic memories and verse.",1980,4
White Chamber,"Sci-Fi & Fantasy, Thrillers",Adults,89,United Kingdom,Paul Raschid,"Shauna MacDonald, Oded Fehr, Amrita Acharia, Sharon Maughan, Nicholas Farrell, Candis Nergaard, Marcus Griffiths, Adrianna Edwards, Sumit Chakravarti, Lisa Reynolds","When a civil war ravages the UK, a scientist awakens in a futuristic cell and is tortured by her captor for information she claims she doesn't possess.",2018,5
White Christmas,"Children & Family Movies, Classic Movies, Comedies",Kids,120,United States,Michael Curtiz,"Bing Crosby, Danny Kaye, Rosemary Clooney, Vera-Ellen",,1954,5
White Fang,"Children & Family Movies, Dramas",Teens,88,"France, Luxembourg, United States",Lucio Fulci,"Franco Nero, Virna Lisi, Fernando Rey, John Steiner",,2018,5
White Girl,"Dramas, Independent Movies",Adults,90,United States,Elizabeth Wood,"Morgan Saylor, Brian 'Sene' Marc, Justin Bartha, Chris Noth",,2016,1
White Island,"Comedies, Independent Movies, Thrillers",Adults,91,United Kingdom,Benjamin Turner,"Lyndon Ogbourne, Billy Zane, Billy Boyd, Joel Dommett, Elliot Gleave, Gala Gordon, Darren Day, Owain Arthur, Craig Gazey, Ben Cura","Returning to Ibiza after several years walking the straight and narrow in London, Connor falls back in with a criminal crowd. It's like he never left.",2016,4
Whitney Cummings: Can I Touch It?,Stand-Up Comedy,Adults,59,,Marcus Raboy,Whitney Cummings,"In her fourth stand-up special, Whitney Cummings returns to her hometown of Washington, D.C., and riffs on modern feminism, technology and more.",2019,2
Whitney Cummings: Money Shot,Stand-Up Comedy,Adults,48,United States,John Fortenberry,Whitney Cummings,"Comedy Central roast veteran Whitney Cummings gets the stage to herself in this debut special, which finds her riffing on a wide range of topics.",2010,1
Who the F**k Is That Guy?,"Documentaries, LGBTQ Movies, Music & Musicals",Adults,78,United States,Drew Stone,Michael Alago,"Take a ride through the life of record exec Michael Alago, a gay Puerto Rican New Yorker who signed a slew of musical acts, including Metallica.",2017,5
Who Would You Take to a Deserted Island?,"Dramas, International Movies",Adults,94,Spain,Jota Linares,"MarÃÂ­a Pedraza, Jaime Lorente, Pol Monen, Andrea Ros","On their last night together, four longtime flatmates' lives are suddenly upended when a secret is revealed during the course of an evening celebration.",2019,2
Who's That Knocking at My Door?,"Classic Movies, Dramas, Independent Movies",Young Adults,90,United States,Martin Scorsese,"Zina Bethune, Harvey Keitel, Anne Collette, Lennard Kuras, Michael Scala, Harry Northup, Susan Wood, Marissa Mathes, Catherine Scorsese","A woman's revelation that she was once raped sends her boyfriend, a reformed street thug, into an emotional and spiritual tailspin.",1967,4
Whose Streets?,Documentaries,Young Adults,102,United States,"Sabaah Folayan, Damon Davis",,"Powered by activists and leaders, this documentary follows the rise of the Black Lives Matter movement following the 2014 killing of Michael Brown.",2017,4
Why Are We Getting So Fat?,Documentaries,Young Adults,50,United Kingdom,"Milla Harrison-Hansley, Alicky Sussman",Giles Yeo,A Cambridge geneticist dispels misconceptions about living with obesity and explores why the epidemic continues to expand across the UK and America.,2016,2
Why Knot,Documentaries,Adults,84,"Canada, India, Thailand, United States, United Arab Emirates",Dhruv Dhawan,,"Pressured by his traditional family to marry, a filmmaker explores the idea of monogamy and the possibility of lifelong union without sexual fidelity.",2016,5
Why Me?,"Dramas, International Movies, Thrillers",Adults,126,"Romania, Bulgaria, Hungary",Gene Quintano,"Christopher Lambert, Kim Greist, Christopher Lloyd, J.T. Walsh",,2015,1
Why We Fight: The Battle of Russia,Documentaries,Teens,82,United States,"Frank Capra, Anatole Litvak",,This installment of Frank Capra's acclaimed documentary series highlights the need for a Russo-American alliance to defeat the Nazis.,1943,5
Wild Child,"Comedies, Romantic Movies",Teens,98,"United States, United Kingdom, France",Nick Moore,"Emma Roberts, Lexi Ainsworth, Shelby Young, Johnny Pacar",,2008,1
Wild Oats,Comedies,Teens,86,"Germany, United States",Andy Tennant,"Jessica Lange, Demi Moore, Billy Connolly, Shirley MacLaine",,2016,4
Wild Wild West,"Action & Adventure, Comedies, Sci-Fi & Fantasy",Teens,106,United States,Barry Sonnenfeld,"Will Smith, Kevin Kline, Kenneth Branagh, Salma Hayek",,1999,4
Wildlife,"Dramas, Independent Movies",Teens,105,United States,Paul Dano,"Carey Mulligan, Ed Oxenbould, Bill Camp, Jake Gyllenhaal, Mollie Milligan, Darryl Cox","A teenÃ¢ÂÂs life in 1960 Montana grows complicated when his father is fired, his mother returns to work, and the strain on the family begins to show.",2018,1
Wildling,"Horror Movies, Independent Movies, Sci-Fi & Fantasy",Young Adults,93,United States,Fritz BÃÂ¶hm,"Bel Powley, Brad Dourif, Liv Tyler, Collin Kelly-Sordelet, James Le Gros","Confined to an attic for years by a man claiming to be her protector, teenage Anna is liberated and begins learning the rest of her terrifying story.",2018,5
Williams,"Documentaries, International Movies, Sports Movies",Adults,105,United Kingdom,Morgan Matthews,,This inspiring documentary charts the birth of Sir Frank Williams's renowned racing empire Ã¢ÂÂ and the near-fatal crash that nearly stalled its future.,2017,3
Willy and the Guardians of the Lake: Tales from the Lakeside Winter Adventure,Children & Family Movies,Kids,72,Hungary,Zsolt PÃÂ¡lfi,"Csongor Szalay, Anna Kubik, SÃÂ¡ri Vida, AndrÃÂ¡s FaragÃÂ³, RÃÂ³bert Bolla","As winter approaches the lake, a common threat rattles the Verdies and Grimps as Willy Whistle looks to seize his chance to become a guardian.",2019,5
Willy Wonka & the Chocolate Factory,"Children & Family Movies, Classic Movies, Comedies",Kids,100,"United States, East Germany, West Germany",Mel Stuart,"Gene Wilder, Jack Albertson, Peter Ostrum, Roy Kinnear",,1971,5
Win It All,"Comedies, Independent Movies, Romantic Movies",Adults,89,United States,Joe Swanberg,"Jake Johnson, Aislinn Derbez, Joe Lo Truglio, Keegan-Michael Key, Nicky Excitement","After losing $50,000 that wasn't his, gambling addict Eddie starts to rebuild his life. But an unwelcome surprise pushes him toward his old ways.",2017,1
Winchester,"Horror Movies, Sci-Fi & Fantasy",Teens,100,"Australia, United States","Michael Spierig, Peter Spierig","Helen Mirren, Jason Clarke, Sarah Snook, Angus Sampson, Finn Scicluna-O'Prey, Laura Brent, Tyler Coppin, Eamon Farren, Bruce Spence",The heiress to a vast firearms fortune constructs a mansion with a maze-like interior to ward off the spirits of those killed by her family's product.,2018,4
Wine Country,Comedies,Young Adults,104,United States,Amy Poehler,"Amy Poehler, Maya Rudolph, Ana Gasteyer, Rachel Dratch, Paula Pell, Emily Spivey, Tina Fey, Jason Schwartzman","When longtime friends meet up for a wine-soaked birthday getaway in Napa Valley, their perfectly planned weekend turns messier by the minute.",2019,5
Winnie,"Documentaries, International Movies",Young Adults,85,"France, Netherlands, South Africa, Finland",Pascale Lamche,,"Winnie Mandela speaks about her extraordinary and controversial career, from her early life to her marriage to her ongoing efforts to end apartheid.",2017,2
Winter of Our Dreams,"Classic Movies, Dramas",Unknown,86,Australia,John Duigan,"Judy Davis, Bryan Brown, Cathy Downes, Baz Luhrmann, Peter Mochrie, Mervyn Drake, Margie McCrae","After the death of a long-ago lover, married philanderer Rob tracks down her friend, a drug-addicted prostitute desperate to escape her dead-end life.",1981,3
